PuzzleId,Level,Solution,FEN,Moves
388SBP,Hard,,r1bqk2r/1p3pbp/p1nppnp1/8/2P1P3/1NNB4/PP3PPP/R1BQ1RK1 w kq - 0 1,
389SBP,Hard,,r3r3/2nq1pbk/p2p2pp/2pP4/Pp2PP2/6B1/1P1Q2PP/3NRRK1 b - - 0 1,
390SBP,Hard,,2rq1rk1/5ppp/1p2p3/1PnbP3/p1RN3b/P3B2P/4BPP1/3Q1RK1 w - - 0 1,
391SBP,Hard,,2rq1rk1/5ppp/1p2p3/1PnbP3/p1RN3b/P3B2P/4BPP1/3Q1RK1 w - - 0 1,
392SBP,Hard,,2rq1rk1/5ppp/1pN1p3/1PnbP3/p1R4b/P3B2P/4BPP1/3Q1RK1 b - - 0 1,
393SBP,Hard,,2r3k1/2q1bpp1/2n1p1n1/1p1rP2p/3pQ2P/3N1N2/PP1B1PP1/2R1R1K1 w - - 0 1,
394SBP,Hard,,1n3rk1/1bq1npbp/1p4p1/2p1p3/1PPp4/1Q1PPNP1/1B1N1PBP/R5K1 b - - 0 1,
395SBP,Hard,,1n3rk1/1bq1npbp/1p4p1/2p1p3/1PPp4/1Q1PPNP1/1B1N1PBP/r3R1K1 w - - 0 1,
396SBP,Hard,,1r1r2k1/1b1nqpb1/1pp1p1pp/p7/N2P4/PQ2PN2/1P2BPPP/2RR2K1 b - - 0 1,
397SBP,Hard,,r1bqr1k1/1p4bp/2pp2p1/p1n1pp1n/2P1P3/1PNPB1PP/P2QNPB1/R4RK1 w - - 0 1,
398SBP,Hard,,1nbq1rk1/1pp2ppp/3p1n2/4p3/1PP5/2Q2NP1/3PPP1P/B3KB1R b K - 0 1,
399SBP,Hard,,3r4/p4pk1/1p2bqpp/2p5/2Pp2PP/PP1Q1P2/8/1K2R2R b - - 0 1,
400SBP,Hard,,3r4/p4pk1/1p2bqpp/2p5/2Pp2PP/PP1Q1P2/8/1K2R2R b - - 0 1,
401SBP,Hard,,rq3rk1/1b1nbppp/ppnpp3/8/2P1PP2/1NN1BB2/PP2Q1PP/2RR2K1 w - - 0 1,
402SBP,Hard,,r1q1kb1r/5ppp/1pbppn2/p7/PPP1P3/6P1/3N1PBP/R1BQ1RK1 w kq - 0 1,
403SBP,Hard,,r1q1kb1r/5ppp/1pbppn2/p7/PPP1P3/6P1/3N1PBP/R1BQ1RK1 w kq - 0 1,
404SBP,Hard,,r1q1kb1r/5ppp/1pbppn2/pP6/P1P1P3/6P1/3N1PBP/R1BQ1RK1 b kq - 0 1,
405SBP,Hard,,r4rk1/pb3pp1/1pp1pn1p/8/2PP3Q/qP1B1N2/P4PPP/R3R1K1 w - - 0 1,
406SBP,Hard,,r1bqk2r/p1pnn1b1/1p1pp2p/5pp1/2PPP3/P1N1BN2/1P2BPPP/2RQ1RK1 w kq - 0 1,
407SBP,Hard,,r1bqk2r/pppnn1b1/3pp2p/5pp1/2PPP3/P1N1BN2/1P2BPPP/2RQ1RK1 b kq - 0 1,
408SBP,Hard,,r1b2rk1/1pqn1ppp/p3pn2/3p4/1bPN4/1PN3P1/P1Q1PPBP/R1BR2K1 w - - 0 1,
409SBP,Hard,,r1b2rk1/1pqn1ppp/p2ppn2/8/1bPN4/1PN3P1/P1Q1PPBP/R1BR2K1 b - - 0 1,
410SBP,Hard,,2r3k1/5pp1/p2q2bp/1p1p4/3Nn3/N1P1R3/PP3PPP/4Q1K1 b - - 0 1,
411SBP,Hard,,2r3k1/5pp1/p2q2bp/1p1p4/3Nn3/N1P1R3/PP1Q1PPP/6K1 w - - 0 1,
412SBP,Hard,,1rq1r1k1/R3b1pp/1npppn2/1p2p1N1/1P1PP3/2NQB2P/2P2PP1/4R1K1 w - - 0 1,
413SBP,Hard,,4rrk1/p2bq3/2pp2p1/5n1p/2P1N3/2P3P1/P2Q2BP/4RRK1 w - - 0 1,
414SBP,Hard,,r4rk1/p2bq3/2pp2p1/5n1p/2P1N3/2P3P1/P2Q2BP/4RRK1 b - - 0 1,
415SBP,Hard,,r4rk1/pb3pb1/1pppqnpp/4n3/2P4B/P1N1PN2/1PQ1BPPP/3R1RK1 w - - 0 1,
416SBP,Hard,,r3kn1r/1bp1qp2/pp1b1n1p/3Pp1p1/P1B5/2N1PNB1/1P2QPPP/R4RK1 w kq - 0 1,
417SBP,Hard,,rnbq1rk1/p3ppbp/1pp3p1/2Pp4/N2P1P2/3BP2P/PPQ3P1/2R1K1NR b K - 0 1,
418SBP,Hard,,rnbq1rk1/p3ppbp/1pp3p1/2Pp4/3P1P2/2NBP2P/PPQ3P1/2R1K1NR w K - 0 1,
419SBP,Hard,,3r2k1/1pqnbbpp/2p2p2/2N1p3/1P2P3/2QPB1P1/r4PBP/1R3RK1 b - - 0 1,
420SBP,Hard,,4rrk1/pb1nq1pp/1p1bp3/2p2pN1/2PP4/1P2Q3/PB2BPPP/4RRK1 w - - 0 1,
421SBP,Hard,,r2qnrn1/pp3pbk/3p2p1/2pPp2p/2P1P2N/5PPb/PPQBB2P/R2NR1K1 w - - 0 1,
422SBP,Hard,,r2qnrn1/pp3pbk/3p2p1/2pPp2p/2P1P2N/5PPb/PPQBB2P/R2NR1K1 w - - 0 1,
423SBP,Hard,,2rq1rk1/4b1pp/p1b1pp2/1pnp4/4PB1P/5PN1/PPPQB1P1/1K1R3R w - - 0 1,
424SBP,Hard,,rn1qk2r/1p2bppp/p1n1p3/3bP3/3N1B2/3B1N2/PP3PPP/R2Q1RK1 b kq - 0 1,
425SBP,Hard,,1r1qk2r/3b1p1p/Q2p2p1/2p1p3/2P1P3/2P1PN2/P4KPP/RR6 b k - 0 1,
426SBP,Hard,,1r1qk2r/3b1p1p/Q2p2p1/2p1p3/2P1P3/2n1PN2/P2P1KPP/RR6 w k - 0 1,
427SBP,Hard,,r2qr1k1/1p1b1p1p/p1n1pbp1/2Pp4/1P1B1P2/P1P2N2/3QB1PP/2R2RK1 w - - 0 1,
428SBP,Hard,,r2qr1k1/1p1b1p1p/p1n1pbp1/2Pp4/1P1B1P2/P1P2N2/3QB1PP/2R2RK1 w - - 0 1,
429SBP,Hard,,r2qr1k1/1p1b1p1p/p1n1pbp1/2Pp4/1P1B1P2/P1P2N2/3QB1PP/2R2RK1 w - - 0 1,
430SBP,Hard,,r2qr1k1/1p1b1p1p/p1n1pbp1/2Pp4/1P1B1P2/P1P2N2/3QB1PP/2R2RK1 w - - 0 1,
431SBP,Hard,,r4rk1/pp4pp/2p3b1/3pR2n/3P4/5P1B/PPP1N2P/2K3R1 b - - 0 1,
432SBP,Hard,,2r3k1/1r2bpp1/1Bnp2qp/1p2p3/4P3/PP1Q3P/2N2PP1/2RR2K1 w - - 0 1,
433SBP,Hard,,1n1r1rk1/1pq1bppp/3p1n2/pB1Pp3/8/PN2BP2/1PP1Q1PP/1K1R3R w - - 0 1,
434SBP,Hard,,1rbr2k1/p3qpb1/1pp1pnpp/2N5/3P4/1B2PN2/PPQ2PPP/2RR2K1 w - - 0 1,
435SBP,Hard,,1rbr2k1/pp2qpb1/2p1pnpp/2N5/3P4/1B2PN2/PPQ2PPP/2RR2K1 b - - 0 1,
436SBP,Hard,,r3rbk1/1nqb1p2/p2p1np1/2pPp3/NpP1P1P1/1P6/P1BB1P1N/R2QR1K1 b - - 0 1,
437SBP,Hard,,7k/1r2p1b1/p1q4p/4p1p1/P1n1N1P1/2P1P1BP/5P1K/RQ6 w - - 0 1,
438SBP,Hard,,r5k1/pbr1qpp1/1pp1p2p/4N3/1bPPpP2/1P2P2Q/PB4PP/R4RK1 w - - 0 1,
439SBP,Hard,,r5k1/pbr1qpp1/1pp1p2p/3pN3/1bPPBP2/1P2P2Q/PB4PP/R4RK1 b - - 0 1,
440SBP,Hard,,5rk1/1p1bqppp/2p1p2n/4P3/2P1B3/1PQ5/5P1P/B2R2K1 b - - 0 1,
441SBP,Hard,,2r3k1/p2q1pp1/1pn1p2r/1R1pPn1p/P4Q2/2PP1N1P/3B1PP1/1R4K1 w - - 0 1,
442SBP,Hard,,r2q1r2/1b2bpk1/p2p1n1p/3Npp2/1p2P3/3Q4/PPPB1NPP/R4R1K w - - 0 1,
443SBP,Hard,,r2q1r2/1b2bpk1/p2p1npp/3NpP2/1p2P3/3Q4/PPPB1NPP/R4R1K b - - 0 1,
444SBP,Hard,,r2qk2r/pp3pbp/1np1pnp1/8/P2P1P2/3Q2N1/1PP1N1PP/R1B2RK1 w kq - 0 1,
445SBP,Hard,,r1b2rk1/p4pp1/2p4p/n3p1b1/8/3P1PN1/PP1P1P1P/RNB1R1K1 b - - 0 1,
446SBP,Hard,,r1b2rk1/p4pp1/2p4p/n3p1b1/8/3P1qN1/PP1P1PPP/RNB1R1K1 w - - 0 1,
447SBP,Hard,,1rq2rk1/3b1pbp/n2p2p1/1p1Pp2n/4P3/P1N1B2P/2QNBPP1/RR4K1 w - - 0 1,
448SBP,Hard,,1rq2rk1/3b1pbp/n2p2p1/1p1Pp2n/4P3/P1N1B2P/2QNBPP1/RR4K1 w - - 0 1,
449SBP,Hard,,3r1rk1/pp3ppp/2p2qb1/3nN3/3P4/1B2R3/PP1Q1PPP/4R1K1 w - - 0 1,
450SBP,Hard,,4rrk1/4qpp1/p2b1n1p/1pnPp3/7P/2N1B2Q/PPB2PP1/2RR2K1 w - - 0 1,
451SBP,Hard,,4rrk1/4qpp1/p2b1n1p/1pnPp3/7P/2N1B2Q/PPB2PP1/2RR2K1 w - - 0 1,
452SBP,Hard,,4rrk1/1p1q1ppn/p1pp3p/4p1b1/PP1PP3/1R2BQNP/2P2PP1/4R1K1 b - - 0 1,
453SBP,Hard,,4rrk1/1p1q1ppn/p1pp3p/4p1b1/PP1PP3/1R2BQNP/2P2PP1/4R1K1 b - - 0 1,
454SBP,Hard,,r1bq1rk1/1p4p1/2n4p/p2pp3/7P/1BP3Q1/PP3PP1/R1B1K2R b KQ - 0 1,
455SBP,Hard,,r2r2k1/p1p1ppbp/bn2q1p1/2p1P3/3P1N2/1PN1B3/P1Q2PPP/2R1K2R b K - 0 1,
456SBP,Hard,,r2r2k1/p1p1ppbp/bn2q1p1/2p1P3/3P4/1PN1B3/P1Q1NPPP/2R1K2R w K - 0 1,
457SBP,Hard,,1r3rk1/1ppnb1n1/p2p2q1/3Pp1pp/PPP1Pp2/2N2P1P/3BQ1PN/1R1R2K1 b - - 0 1,
458SBP,Hard,,1r3rk1/1ppnb1n1/p2p2q1/3Pp1pp/PPP1Pp2/2N4P/3BQPPN/1R1R2K1 w - - 0 1,
459SBP,Hard,,3q2k1/1r1p1pp1/1p2p2p/nPb1N3/4PB2/P2Q2P1/5P1P/2R3K1 w - - 0 1,
460SBP,Hard,,3q2k1/1r1pbpp1/1p2p2p/nP2N3/4PB2/P2Q2P1/5P1P/2R3K1 b - - 0 1,
461SBP,Hard,,r2q1rk1/1b1nbpp1/pp3n1p/3p4/2pP1N2/2N1P1B1/PP3PPP/1BRQ1RK1 b - - 0 1,
462SBP,Hard,,r2q1rk1/1b1nbpp1/pp3n1p/3p4/2pP1N2/2N1P1B1/PP3PPP/1BRQ1RK1 b - - 0 1,
463SBP,Hard,,4rrk1/1pq1bppp/p1p1pnn1/4N1B1/2PP3P/2N3P1/PP1RQP2/R5K1 w - - 0 1,
464SBP,Hard,,4rrk1/ppq1bppp/2p1pnn1/4N1B1/2PP3P/2N3P1/PP1RQP2/R5K1 b - - 0 1,
465SBP,Hard,,6rk/6pp/pp6/2bp1pQ1/4q3/1P2P2P/PB3PP1/2R3K1 w - - 0 1,
466SBP,Hard,,2brrn1k/1p4pp/p1pq1p2/PnNp4/1P1P4/1N1BPP1P/2Q3P1/4RRK1 w - - 0 1,
467SBP,Hard,,r1b1rnk1/1pq2pbp/2p3p1/2P1p3/N3P3/2BP4/2Q2PPP/RR1B2K1 w - - 0 1,
468SBP,Hard,,r1b1r1k1/1pqn1pbp/2p3p1/2P1p3/N3P3/2BP4/2Q2PPP/RR1B2K1 b - - 0 1,
469SBP,Hard,,2r1rbk1/1b1qnpp1/p2p3p/1p1Pp3/6P1/PBP3N1/1P3PP1/R1BQR1K1 w - - 0 1,
470SBP,Hard,,2r1rbk1/1b1qnpp1/p2p3p/1p1Pp3/6P1/PBP5/1P3PP1/R1BQRNK1 w - - 0 1,
471SBP,Hard,,1rb3k1/2q2p1p/p2p4/2pPn1p1/2rbP3/R3BP1P/NP2Q1P1/1R1N2K1 w - - 0 1,
472SBP,Hard,,1rb3k1/2q2p1p/p2p2p1/2pPn3/2rbP3/R3BP1P/NP2Q1P1/1R1N2K1 b - - 0 1,
473SBP,Hard,,2rr4/Q1n1nqbk/2p3pp/3pp3/2P1B3/B1N5/P4PPP/2RR2K1 w - - 0 1,
474SBP,Hard,,2rr4/Q1n1nqbk/2pp2pp/4p3/2P1B3/B1N5/P4PPP/2RR2K1 b - - 0 1,
475SBP,Hard,,r3r1k1/2b2q2/2b1p1pp/pp1p4/2nB1PB1/P1NQ2P1/1PP4P/1K1RR3 w - - 0 1,
476SBP,Hard,,r1r3k1/pp1nppbp/3pb1p1/8/N1PBP3/5P2/PP2B1PP/2R2RK1 w - - 0 1,
477SBP,Hard,,r1r3k1/pp2ppbp/3pbnp1/8/N1PBP3/5P2/PP2B1PP/2R2RK1 b - - 0 1,
478SBP,Hard,,2r1k2r/2q2ppp/4pb2/R7/1pP5/5QP1/1PP2PKP/2B2R2 w k - 0 1,
479SBP,Hard,,2r1k2r/2q1bppp/4pN2/R7/1pP5/5QP1/1PP2PKP/2B2R2 b k - 0 1,
480SBP,Hard,,2rr2k1/1pq1bppp/p2p1n2/P2Pp3/4n3/4B3/1PPQBPPP/R1NR2K1 w - - 0 1,
481SBP,Hard,,2rr2k1/1pq1bppp/p2p1n2/P1nPp3/8/4B3/1PPQBPPP/R1NR2K1 b - - 0 1,
482SBP,Hard,,bqr3k1/r1pnbppp/p3pn2/B7/1p1P4/1N2QNP1/PP2PPBP/R1R3K1 w - - 0 1,
483SBP,Hard,,bq3rk1/r1pnbppp/p3pn2/B7/1p1P4/1N2QNP1/PP2PPBP/R1R3K1 b - - 0 1,
484SBP,Hard,,r4rk1/p4qb1/1np2npp/2N1p3/4Pp2/B4B2/P4PPP/R2QR1K1 w - - 0 1,
485SBP,Hard,,r1bqk1nr/1p3p1p/6p1/pNbBp3/3p4/PQ4P1/1P2PP1P/R1B1K2R b KQkq - 0 1,
486SBP,Hard,,r1bqk1nr/1p3p1p/6p1/pNbBp3/3p4/P5P1/1P2PP1P/R1BQK2R w KQkq - 0 1,
487SBP,Hard,,2br1k2/p4p2/2Prn2p/6p1/6P1/q2BR3/4NPP1/1Q1R1K2 w - - 0 1,
488SBP,Hard,,2br1k2/p4p2/2Prn2p/6p1/6P1/q2BR3/4NPP1/1Q1R1K2 w - - 0 1,
489SBP,Hard,,2br1k2/p4p2/2Prn2p/6p1/6P1/q2BR3/4NPP1/1Q1R1K2 w - - 0 1,
490SBP,Hard,,2rr2k1/1p1nbppp/p2p4/q2Bn1P1/5B2/2N5/PPP2Q1P/1K1R3R w - - 0 1,
491SBP,Hard,,r2r2k1/1p1nbppp/p2p4/q2Bn1P1/5B2/2N5/PPP2Q1P/1K1R3R b - - 0 1,
492SBP,Hard,,1k3rr1/1p3ppp/pn6/3pPR2/2pP4/n1P2RP1/2PB2NP/6K1 w - - 0 1,
493SBP,Hard,,1k3rr1/1p3ppp/pn6/1n1pPR2/2pP4/Q1P2RP1/2PB2NP/6K1 b - - 0 1,
494SBP,Hard,,3r1rk1/1bq2pbp/p3p1p1/1ppnP1N1/3P4/2PB2B1/P3QPPP/2R2RK1 b - - 0 1,
495SBP,Hard,,3r1rk1/1bq2pbp/p3p1p1/1ppnP1N1/3P1B2/2PB4/P3QPPP/2R2RK1 w - - 0 1,
496SBP,Hard,,1r1q1rk1/4ppbp/b2p2p1/p1n5/1p2P3/1P1PN1P1/R1PBQPBP/5RK1 w - - 0 1,
497SBP,Hard,,1r1q1rk1/4ppbp/b2p2p1/p1n5/1p2P3/1P1PN1P1/R1PBQPBP/5RK1 w - - 0 1,
498SBP,Hard,,r4rk1/6b1/p1bppp2/1p2q2p/4P3/3B4/PPP1NQPP/1K1R1R2 w - - 0 1,
499SBP,Hard,,r4rk1/8/p1bppp1b/1p2q2p/4P3/3B4/PPP1NQPP/1K1R1R2 b - - 0 1,
500SBP,Hard,,r4rk1/6b1/p1bppp2/1p2q2p/4P3/3B4/PPP1NQPP/1K1R1R2 w - - 0 1,
501SBP,Hard,,5rk1/p1r3pp/5q2/1p1R1p2/2P1p3/1P1n1PP1/P3Q1BP/3R2K1 w - - 0 1,
502SBP,Hard,,5rk1/p1r3pp/1p3q2/3R1p2/2P1p3/1P1n1PP1/P3Q1BP/3R2K1 b - - 0 1,
503SBP,Hard,,2r3k1/6b1/1p1p2qp/3Pp1p1/2P1p3/3nB1P1/P2QB2P/R5K1 w - - 0 1,
504SBP,Hard,,1rN3k1/6b1/1p1p2qp/3Pp1p1/2P1p3/3nB1P1/P2QB2P/R5K1 b - - 0 1,
505SBP,Hard,,r5k1/ppq3pp/5p2/n2p4/P1pPr1P1/B1P1P3/6PP/R2Q1RK1 w - - 0 1,
506SBP,Hard,,r1b1nrk1/3pbppp/p1q1p3/1p4P1/4P3/P3BP2/1PPQN2P/2KR1B1R b - - 0 1,
507SBP,Hard,,r1b1nrk1/3pbppp/p1q1p3/1p4P1/4P3/P1N1BP2/1PPQ3P/2KR1B1R w - - 0 1,
508SBP,Hard,,r2qkb1r/pppbp1pp/1n3p2/3P2B1/1Q2P3/2N2N2/PP3PPP/2KR3R w kq - 0 1,
509SBP,Hard,,rn1r4/pp2kp2/2p2bp1/5b1p/2BP4/2N2N1P/PP3PP1/2KR3R w - - 0 1,
510SBP,Hard,,r2q1r2/1p1b2bk/2nP2pp/3Q1p2/p1B5/4B3/PP2NPPP/R4RK1 b - - 0 1,
511SBP,Hard,,r2q1r2/1p1b2bk/2nP2pp/3Q1p2/p7/1B2B3/PP2NPPP/R4RK1 w - - 0 1,
512SBP,Hard,,2r1q1k1/pb3ppp/1p2p1n1/3nP3/3NBP2/P4Q2/1P2N1PP/4R1K1 w - - 0 1,
513SBP,Hard,,2r2rk1/1pqbbppp/p2p1n2/P3p3/NnB1P3/4B3/1PPN1PPP/RQ2R1K1 b - - 0 1,
514SBP,Hard,,r1b2rk1/1p4pp/2nq4/p1b1pp2/2P5/PP4P1/1B1PBP1P/R2QNRK1 b - - 0 1,
515SBP,Hard,,r1b2rk1/1p4pp/2nq4/p1b1pp2/2P5/PP4P1/1B1PBP1P/R2QNRK1 b - - 0 1,
516SBP,Hard,,r1b2rk1/1p4pp/3q4/p1b1pp2/2Pn4/PP4P1/1B1PBP1P/R2QNRK1 w - - 0 1,
517SBP,Hard,,r2r2k1/ppR2p1p/5Qp1/3b3P/3PB3/8/4qPP1/3R2K1 w - - 0 1,
518SBP,Hard,,r2r2k1/ppR2p1p/5Qp1/3b3P/3PB3/8/q4PP1/3R2K1 b - - 0 1,
519SBP,Hard,,r2r2k1/p3qppp/2p5/8/4n1b1/5N2/PP1B1PPP/2RQR1K1 w - - 0 1,
520SBP,Hard,,r2r2k1/pp2qppp/2B5/8/4n1b1/5N2/PP1B1PPP/2RQR1K1 b - - 0 1,
521SBP,Hard,,r4rk1/2q1bppp/p2p1n2/1p2pP2/2b1P3/P1N2B2/1PP3PP/R1B1QR1K w - - 0 1,
522SBP,Hard,,r4rk1/2q1bppp/p2p1n2/1p2pP2/2b1P3/P1N2B2/1PP3PP/R1B1QR1K w - - 0 1,
523SBP,Hard,,1rb2rk1/ppR1pp1p/5bp1/8/1P6/q2PBBP1/2Q1PP1P/2R3K1 w - - 0 1,
524SBP,Hard,,r3k2r/1bpnqppp/pp6/3p3n/3P4/P1N2NP1/1P2PPBP/R2QK2R w KQkq - 0 1,
525SBP,Hard,,1r5r/p1pk2pp/3pb3/2p1Pp2/5P2/1P1B4/P1PK2PP/4RR2 w - - 0 1,
526SBP,Hard,,1r5r/p1pk1ppp/3pb3/2p1P3/5P2/1P1B4/P1PK2PP/4RR2 b - - 0 1,
527SBP,Hard,,2r1kb1r/1b1n1ppp/pq1ppn2/1p4B1/3NPP1P/P1N4R/1PP1Q1P1/2KR1B2 b k - 0 1,
528SBP,Hard,,2r1kb1r/1b1n1ppp/pq1ppn2/1p4B1/3NPP1P/P1N4R/1PP1Q1P1/2KR1B2 b k - 0 1,
529SBP,Hard,,2r1kb1r/1b1n1ppp/pq1ppn2/1p4B1/3NPP1P/P1N4R/1PP1Q1P1/2KR1B2 b k - 0 1,
530SBP,Hard,,2r1kb1r/1b1n1ppp/pq1ppn2/1p4B1/3NPP1P/P1N4R/1PP1Q1P1/2KR1B2 b k - 0 1,
531SBP,Hard,,4kb1r/1b1n1ppp/pq1ppn2/1p4B1/2rNPP1P/P1N4R/1PP1Q1P1/2KR1B2 w k - 0 1,
532SBP,Hard,,r2r2k1/1b2qpp1/p1p1nb1p/Pp1p4/3P4/2N1PN2/QP1R1PPP/2R2BK1 b - - 0 1,
533SBP,Hard,,r3k2r/ppqnbpp1/5np1/2p5/3PP3/1QN5/PP1B2PP/2KR1B1R w kq - 0 1,
534SBP,Hard,,r3k2r/ppqnbpp1/2p2np1/8/3PP3/1QN5/PP1B2PP/2KR1B1R b kq - 0 1,
535SBP,Hard,,r2q1rk1/ppp1ppbp/1nn3p1/8/3P2b1/BPN1PNP1/P3QPBP/R3K2R b KQ - 0 1,
536SBP,Hard,,r2r1bk1/2q2p1p/1p1pp1p1/pB1nP3/P4P2/2P2R2/1P1BQ1PP/4R2K w - - 0 1,
537SBP,Hard,,2rqkb1r/1b3pp1/p2ppn1p/1p2n3/3NP1P1/P1N1BP2/1PPQ3P/1K1R1B1R b k - 0 1,
538SBP,Hard,,2rqkb1r/1b3pp1/p2ppn1p/1p2n1B1/3NP1P1/P1N2P2/1PPQ3P/1K1R1B1R w k - 0 1,
539SBP,Hard,,r2q1rk1/1p1bb2p/n3pp2/n7/pNPp1BPN/P2P4/1P4BP/1R1QR1K1 w - - 0 1,
540SBP,Hard,,r2qnrk1/1p2b1pp/2ppp3/p1n5/P1NQP3/2N3BP/1PP2PP1/R3R1K1 w - - 0 1,
541SBP,Hard,,r2q1rk1/pp2pp1p/4b1pb/n3B3/3Pn3/N4NP1/PQ2PPBP/R2R2K1 w - - 0 1,
542SBP,Hard,,r3k2r/1bqnbpp1/pp1ppn1p/8/2P4B/2N1PN1P/PPQ1BPP1/R4RK1 b kq - 0 1,
543SBP,Hard,,r4rk1/pp1qb2p/1np1b1p1/3P1p2/4PN2/1P2B3/P2QB1PP/R3K2R b KQ - 0 1,
544SBP,Hard,,r4rk1/pp1qb2p/1np1b1p1/3P1p2/4PN2/1P2B3/P2QB1PP/R3K2R b KQ - 0 1,
545SBP,Hard,,r2qr1k1/2p2nbp/1p4p1/1NpPpb2/p1P5/3B4/PPQ2PPP/2NRR1K1 b - - 0 1,
546SBP,Hard,,2b1r2r/p1pp1k2/2pbnPp1/q6p/2P5/PP4PQ/1BKNBP1P/R2R4 w - - 0 1,
547SBP,Hard,,4r2r/p1pp1k2/b1pbnPp1/q6p/2P5/PP4PQ/1BKNBP1P/R2R4 b - - 0 1,
548SBP,Hard,,q4rk1/p4ppp/8/4p3/1bp1n3/2Nb1NP1/PP1B1P1P/R2QK1R1 b Q - 0 1,
549SBP,Hard,,q4rk1/p4ppp/8/4p3/1bp1n3/2Nb1NP1/PP1B1P1P/R2QK1R1 b Q - 0 1,
550SBP,Hard,,5qrk/p2bb2p/2p1p3/2Pp1p2/3P1P2/P1N1P3/2QKB2P/1R6 b - - 0 1,
551SBP,Hard,,r3r1k1/p1qn1pbp/2p1pnpP/1p6/2PP4/1PB2QN1/P4PP1/1B1RR1K1 b - - 0 1,
552SBP,Hard,,r3r1k1/p1qn1pbp/2p1pnp1/1p5P/2PP4/1PB2QN1/P4PP1/1B1RR1K1 w - - 0 1,
553SBP,Hard,,2rq1rk1/pb1nbppp/1p6/3P4/Q2p1B2/6P1/PP1N1PBP/R4RK1 b - - 0 1,
554SBP,Hard,,2rq1rk1/pb1nbppp/1p6/3P4/3p1B2/6P1/PPQN1PBP/R4RK1 w - - 0 1,
555SBP,Hard,,r2q1rk1/3nbppp/p3pn2/1pp5/3PbB2/2N2NP1/PP2PPBP/R1Q2RK1 b - - 0 1,
556SBP,Hard,,r2q1rk1/3nbppp/p3pn2/1pp5/3PbB2/5NP1/PP2PPBP/RNQ2RK1 w - - 0 1,
557SBP,Hard,,2kr3r/ppq3pp/1np1p1n1/Q3pb2/2pP4/P4NB1/1P2BPPP/R3R1K1 b - - 0 1,
558SBP,Hard,,2kr3r/ppq3pp/1np1p1n1/4pb2/2pP4/P4NB1/1P1QBPPP/R3R1K1 w - - 0 1,
559SBP,Hard,,r2qr1k1/p2b2pp/2pB1p2/2Q3b1/3N4/8/PPP2PPP/R4K1R b - - 0 1,
560SBP,Hard,,r4rk1/p2n2pp/4p3/1pb1P3/3NpPPq/1P2P3/PB6/R2Q1RK1 w - - 0 1,
561SBP,Hard,,r4rk1/p2n2pp/4p3/1pbpP3/3NBPPq/1P2P3/PB6/R2Q1RK1 b - - 0 1,
562SBP,Hard,,r4rk1/4b1pp/p1q1p3/1p1b2P1/2p1pPB1/4B1Q1/PPP4P/3R1R1K w - - 0 1,
563SBP,Hard,,r4rk1/3qb1pp/p3p3/1p1b2P1/2p1pPB1/4B1Q1/PPP4P/3R1R1K b - - 0 1,
564SBP,Hard,,rn1q1rk1/p3ppbp/2b2np1/2p5/4P2Q/2N2N2/PP2BPPP/R1B1K2R b KQ - 0 1,
565SBP,Hard,,rn1q1rk1/p3ppbp/2b2np1/2p5/4P2Q/2N2N2/PP3PPP/R1B1KB1R w KQ - 0 1,
566SBP,Hard,,rn2k1nr/pp1bp2p/3p2p1/q1pP4/2P1p3/1QP5/P2N1PPP/R1B1KB1R b KQkq - 0 1,
567SBP,Hard,,2rr2k1/pb2qp1p/1p2nbp1/2pp4/PP1P4/2N1PN2/Q4PPP/1R1R1BK1 w - - 0 1,
568SBP,Hard,,2rr2k1/pb2qp1p/1pp1nbp1/3p4/PP1P4/2N1PN2/Q4PPP/1R1R1BK1 b - - 0 1,
569SBP,Hard,,2rr2k1/pb2qp1p/1p2nbp1/2pp4/PP1P4/2N1PN2/Q4PPP/1R1R1BK1 w - - 0 1,
570SBP,Hard,,2bqr1k1/5pb1/p2p2p1/3r4/P4PP1/2p1B2Q/2R2N2/3NK2R w K - 0 1,
571SBP,Hard,,2bqr1k1/5pb1/p2p2p1/3r4/P4PP1/2p1B2Q/2R2N2/3NK2R w K - 0 1,
572SBP,Hard,,2bqr1k1/5pb1/p2p2p1/3r4/P4PP1/2p1B2Q/2R2N2/3NK2R w K - 0 1,
573SBP,Hard,,2rrn1k1/2q2ppp/pp2pb2/n1p2P2/2P5/2NPP1P1/P3Q1NP/BR1R2K1 b - - 0 1,
574SBP,Hard,,2rrn1k1/2q2ppp/pp2pb2/n1p5/2P2P2/2NPP1P1/P3Q1NP/BR1R2K1 w - - 0 1,
575SBP,Hard,,r2r2k1/pp3ppp/1n1b1n2/q1p1pP2/4P3/P1NBB2P/1PP1Q1P1/R4RK1 b - - 0 1,
576SBP,Hard,,r2r2k1/pp3ppp/1n1b1n2/q1p1pP2/4P3/2NBB2P/PPP1Q1P1/R4RK1 w - - 0 1,
577SBP,Hard,,r4rk1/p3qpb1/1p1p2pp/3Pp1n1/PRP1P2N/2N1BPPb/2Q4P/1R4K1 b - - 0 1,
578SBP,Hard,,r1br2k1/2B1qpp1/p3pn1p/1p6/3P4/3B2PP/PPQ2P2/R3R1K1 b - - 0 1,
